celsr1b	ZDB-GENE-050823-4
si:ch73-359m17.2	ZDB-GENE-141222-90
rlbp1b	ZDB-GENE-040426-1870
si:ch211-222n22.1	ZDB-GENE-131121-417
CU633160.1	
si:dkeyp-4c4.1	ZDB-GENE-081104-4
CR388206.11	
FP074861.1	
hmbox1a	ZDB-GENE-050913-89
spag8	ZDB-GENE-170411-2
CU896658.1	
C18H11orf58	
BX005057.1	
mapkbp1	ZDB-GENE-120207-1
si:ch211-106h4.9	
galr2b	ZDB-GENE-131121-48
dre-mir-146b	
CR925768.5	
BX539307.2	
acot13	ZDB-GENE-060503-437
zgc:162944	ZDB-GENE-070424-75
kcnh4a	ZDB-GENE-131125-34
rbm5	ZDB-GENE-030131-3022
CR626889.1	
cldn15a	ZDB-GENE-040426-1305
si:ch211-214j24.15	ZDB-GENE-110914-85
plekhm1	ZDB-GENE-030131-2752
slc7a6os	ZDB-GENE-041114-32
si:dkey-40m6.11	
tulp1b	ZDB-GENE-110411-113
BX548073.10	
BX276107.1	
BX248239.1	
si:dkey-33m11.8	ZDB-GENE-141215-49
FO818704.1	
CR388206.2	
map4k4	ZDB-GENE-030131-6722
BX324153.1	
iqck	ZDB-GENE-081022-109
mief1	ZDB-GENE-060810-64
dglucy	ZDB-GENE-070725-6
pcxa	ZDB-GENE-090908-3
pum1	ZDB-GENE-030131-2074
CR318668.1	
CU929145.3	
si:dkey-208k4.2	
fkbpl	ZDB-GENE-030131-4744
cops8	ZDB-GENE-040426-982
srsf4	ZDB-GENE-030131-591
slc35a3b	ZDB-GENE-050417-460
rnf123	
lpar5b	ZDB-GENE-081022-116
si:ch211-235m3.5	ZDB-GENE-131121-233
itpr2	ZDB-GENE-050419-192
lratb.2	ZDB-GENE-081022-106
gsnb	ZDB-GENE-030131-8567
CR812896.1	
CU469524.1	
tefa	ZDB-GENE-990415-264
nkx2.2b	ZDB-GENE-050217-3
ampd2a	ZDB-GENE-091204-4
AL954317.1	
BX649403.2	
ftr91	ZDB-GENE-131125-31
zdhhc5b	ZDB-GENE-101117-1
CR450808.2	
med23	ZDB-GENE-040724-82
slc13a4	ZDB-GENE-070424-71
CR925803.1	
CABZ01065423.1	
zgc:66024	
ada2b	ZDB-GENE-041210-77
scrt2	ZDB-GENE-030131-4097
CT573793.2	
kcnj2a	ZDB-GENE-120319-1
sept3	
tbx4	ZDB-GENE-991124-5
si:dkey-78l4.11	ZDB-GENE-060503-269
pkp4	ZDB-GENE-120411-14
BX510922.4	
CABZ01101667.1	
arf3b	ZDB-GENE-030616-356
mrpl9	ZDB-GENE-070717-4
wdr60	
cyp2p8	ZDB-GENE-061030-1
BX571809.3	
gtdc1	ZDB-GENE-050417-8
nom1	ZDB-GENE-060503-321
sgsh	ZDB-GENE-030131-4958
BX324177.5	
svilc	ZDB-GENE-041008-237
hprt1	ZDB-GENE-040426-1918
rxfp2b	ZDB-GENE-110408-27
BX294163.1	
si:ch73-269m14.2	ZDB-GENE-120215-136
tmx3b	ZDB-GENE-060901-5
BX005283.1	
CABZ01056843.1	
CABZ01071874.1	
si:dkey-54j5.2	
BX511108.2	
CT573282.1	
plpbp	ZDB-GENE-030131-1378
BX649502.4	
CU469363.1	
nuggc.1	ZDB-GENE-050208-148
cwf19l1	ZDB-GENE-031204-5
kcnk17	ZDB-GENE-120113-3
si:ch211-202f3.4	ZDB-GENE-131120-116
evi5b	ZDB-GENE-041111-244
rbfox1l	ZDB-GENE-040923-2
tmem107	ZDB-GENE-040426-2294
BX000705.1	
tmem41b	ZDB-GENE-061215-138
CABZ01085658.1	
ndufs2	ZDB-GENE-050522-273
cldn10a	ZDB-GENE-030616-510
ogfr	ZDB-GENE-030131-377
FP236161.1	
atp5pb	ZDB-GENE-041010-33
cd8b	ZDB-GENE-091204-31
BX323555.4	
derl3	ZDB-GENE-040426-1324
irf5	ZDB-GENE-040426-2587
CR318595.1	
mrpl52	ZDB-GENE-110325-1
BX511227.2	
si:dkey-201g16.1	
tradv13.0	
CT956055.1	
ITPRIP	
ugt2a4	ZDB-GENE-080721-23
stx5a	ZDB-GENE-040718-18
arl13b	ZDB-GENE-021217-3
si:dkey-234i14.2	ZDB-GENE-131127-595
FO704648.2	
si:ch73-138e16.2	
BX000981.13	
soga3a	
asic4b	ZDB-GENE-040513-6
si:ch211-117m20.4	
zgc:161969	
si:dkey-117a8.2	
foxg1c	ZDB-GENE-050419-26
BX927193.10	
rab44	ZDB-GENE-040724-117
arid3c	ZDB-GENE-060526-12
taf10	ZDB-GENE-060526-334
ints7	ZDB-GENE-021220-6
tab3	ZDB-GENE-060503-408
si:dkeyp-51g9.4	
zmp:0000000984	ZDB-GENE-130530-987
gig2p	ZDB-GENE-070705-490
kcnk18	ZDB-GENE-100405-2
rhobtb2a	ZDB-GENE-081105-67
pkdcca	ZDB-GENE-081107-30
rragca	ZDB-GENE-050522-355
CR848025.2	
si:dkey-242e21.3	
ksr1a	ZDB-GENE-091113-34
PLPP1	
hsf2	ZDB-GENE-011128-1
si:dkey-21e2.12	
BX469912.12	
ak7a	ZDB-GENE-040724-122
cntn3a.2	ZDB-GENE-090312-57
si:dkey-15j16.6	ZDB-GENE-130531-45
chkb	ZDB-GENE-030131-2928
CT573103.5	
GUCA1A	
zcrb1	ZDB-GENE-041210-114
ubtd1a	ZDB-GENE-070424-93
rbm45	ZDB-GENE-070122-4
slc48a1b	ZDB-GENE-030131-8226
CABZ01088337.1	
scamp5b	ZDB-GENE-120215-76
unc5b	ZDB-GENE-041213-1
fli1b	
dolpp1	ZDB-GENE-041024-11
kremen1	ZDB-GENE-070705-262
itprip	ZDB-GENE-050417-422
znf1184	ZDB-GENE-050208-784
sema7a	ZDB-GENE-030131-3633
atp2b1b	ZDB-GENE-080409-1
kif1c	
CU694952.1	
CU326364.1	
samhd1	ZDB-GENE-090313-386
BX537166.2	
znf1113	ZDB-GENE-110913-161
CR381531.1	
csrp3	ZDB-GENE-041010-119
pomk	ZDB-GENE-041114-119
pimr129	ZDB-GENE-130531-13
CT955962.3	
itfg2	ZDB-GENE-041008-161
sema4bb	ZDB-GENE-120503-1
syt9a	ZDB-GENE-031002-18
si:dkey-11o1.2	
rpusd2	ZDB-GENE-120411-43
patz1	ZDB-GENE-111223-4
nedd9	ZDB-GENE-061013-318
si:cabz01071912.2	ZDB-GENE-161017-141
csnk1g2b	ZDB-GENE-060825-285
CR855117.2	
ltk	ZDB-GENE-030616-115
ccdc59	ZDB-GENE-041210-91
si:dkey-262k9.2	ZDB-GENE-131121-282
tegt	ZDB-GENE-030826-10
si:dkey-269i1.4	ZDB-GENE-121214-37
si:dkeyp-69e1.8	ZDB-GENE-070912-676
cx47.1	
BX511028.2	
sypl2b	ZDB-GENE-050417-309
gna15.1	ZDB-GENE-040801-146
CR388042.1	
sdhda	ZDB-GENE-040718-192
CABZ01118770.1	
BX120016.1	
si:ch211-113e8.10	
glulc	ZDB-GENE-060929-540
ipmkb	ZDB-GENE-061215-5
si:ch211-80h18.1	ZDB-GENE-070705-257
si:ch211-93n23.7	ZDB-GENE-141222-51
si:ch73-36p18.1	
si:ch211-165a10.11	
si:dkey-199k11.6	
cd7al	ZDB-GENE-061207-47
si:dkey-88l16.2	
palm1a	ZDB-GENE-050417-409
FO704635.1	
trub1	ZDB-GENE-080723-73
BX005227.1	
CU681845.1	
vps13c	ZDB-GENE-070426-4
si:ch211-219a15.3	
chia.4	ZDB-GENE-030131-9279
si:dkey-30k22.5	ZDB-GENE-090313-301
mdka	ZDB-GENE-990621-1
CR450824.2	
HTRA3	
CABZ01015393.1	
prkd3	ZDB-GENE-130530-880
psma6b	ZDB-GENE-040718-329
paqr8	ZDB-GENE-030728-3
gap43	ZDB-GENE-990415-87
zgc:158640	
BX569790.3	
CU928043.1	
CABZ01079081.1	
CU137681.7	
si:ch73-379j16.2	
CR376766.3	
dre-mir-182	ZDB-MIRNAG-041228-13
gprc5ba	ZDB-GENE-030131-8162
kcnj14	ZDB-GENE-100922-48
mtnr1c	ZDB-GENE-990415-158
CR759893.1	
BX901907.1	
si:dkey-210j14.4	
BX294006.1	
mlxipl	
wsb1	ZDB-GENE-030131-1946
BX005043.1	
CU928222.3	
slc25a55a	ZDB-GENE-040426-2745
zgc:101569	ZDB-GENE-041010-72
mhc1lda	ZDB-GENE-140820-5
parp2	ZDB-GENE-031113-6
zgc:193812	ZDB-GENE-081022-44
si:ch73-389k6.1	ZDB-GENE-091204-408
BX663528.2	
zgc:174275	ZDB-GENE-080305-5
prdx2	ZDB-GENE-030326-2
hmga1b	ZDB-GENE-061013-204
alpi.2	ZDB-GENE-050626-142
si:ch1073-204b8.1	
BX247879.1	
klhl29	ZDB-GENE-121114-1
atp6ap2	ZDB-GENE-040426-1960
si:dkey-83f18.15	
otofa	ZDB-GENE-030131-7778
serbp1b	ZDB-GENE-031118-196
BX530091.1	
BX255944.1	
CABZ01067754.1	
BX908777.4	
tradv10.0.4	
si:ch73-62l21.1	
si:ch211-250g4.3	ZDB-GENE-060503-506
CR376741.6	
frrs1b	ZDB-GENE-080917-44
marveld1	ZDB-GENE-050208-33
CU929288.2	
si:ch73-250a16.5	
glt1d1	ZDB-GENE-110203-1
pdzd7a	ZDB-GENE-090313-191
SLC29A4	
CR759885.1	
CR388046.6	
dnpep	ZDB-GENE-040426-852
tex36	ZDB-GENE-131127-586
im:7150988	ZDB-GENE-050309-169
fkbp7	ZDB-GENE-030616-182
CU856157.1	
pigq	ZDB-GENE-030131-9793
slc9a3.1	ZDB-GENE-060503-545
tfap2d	ZDB-GENE-050913-99
anxa1a	ZDB-GENE-030131-6664
cacna1db	ZDB-GENE-040525-3
BX537263.3	
ly86	ZDB-GENE-150709-1
C8H5orf51	
asah2	ZDB-GENE-041112-1
CT027743.1	
dlc1	ZDB-GENE-130206-12
rnf34a	ZDB-GENE-030131-6135
EMP3	
CR936975.1	
si:dkey-229b18.3	ZDB-GENE-030131-6870
CR926128.12	
slc6a4a	ZDB-GENE-060314-1
CU467861.6	
si:ch1073-145m9.1	ZDB-GENE-131127-570
lgi2b	ZDB-GENE-060217-3
fhad1	ZDB-GENE-041210-354
mamdc2a	ZDB-GENE-060526-16
BX005396.1	
ighv4-5	
nr2f5	ZDB-GENE-990415-253
lgi1a	ZDB-GENE-030131-1731
tmem47	ZDB-GENE-040426-2644
BX664603.1	
nkx6.3	ZDB-GENE-070810-7
shank2a	ZDB-GENE-120215-55
cfap58	ZDB-GENE-060929-128
dnajb11	ZDB-GENE-031113-9
ftr58	ZDB-GENE-080219-44
dgkzb	ZDB-GENE-111104-4
ranbp3b	ZDB-GENE-040426-1627
tspan9b	ZDB-GENE-040704-25
GUCY1A2	
crcp	ZDB-GENE-060825-150
AL929029.3	
BX890539.1	
CR792441.2	
mlec	ZDB-GENE-081105-187
si:ch211-76m11.7	ZDB-GENE-041210-279
taar20o	ZDB-GENE-060414-4
si:ch211-210c8.7	ZDB-GENE-090313-81
pappaa	ZDB-GENE-121113-1
nuggc.3	ZDB-GENE-061207-67
grapb	ZDB-GENE-050913-4
BX511186.1	
si:dkey-189h5.6	ZDB-GENE-060526-230
nono	ZDB-GENE-030131-713
cerk	ZDB-GENE-041210-210
ftr64	ZDB-GENE-090508-8
elmod1	ZDB-GENE-070112-262
trim55a	ZDB-GENE-040718-50
si:dkey-7f3.9	
CR391921.1	
otud5b	ZDB-GENE-040801-50
pora	ZDB-GENE-050809-121
ddx18	ZDB-GENE-030131-9685
mc3r	ZDB-GENE-030502-3
trhr2	ZDB-GENE-050419-193
scaper	ZDB-GENE-060303-5
unm_sa1506	
syt11a	ZDB-GENE-040426-2815
si:dkey-193c22.2	
acp1	ZDB-GENE-050327-12
clgn	ZDB-GENE-060929-708
rhcga	ZDB-GENE-070424-81
pcdh18b	ZDB-GENE-080804-1
CR383680.1	
CABZ01008730.1	
si:ch211-195e19.1	
gabra1	ZDB-GENE-061013-194
vrk3	ZDB-GENE-030131-246
sox4b	ZDB-GENE-040426-1274
NINJ1	
si:ch211-134c9.2	ZDB-GENE-090312-73
zfyve28	ZDB-GENE-061103-208
CR382300.2	
hnrnpub	ZDB-GENE-030131-6422
BX927068.1	
gpr6	ZDB-GENE-170413-1
rsf1b.1	ZDB-GENE-030131-5829
or137-4	
FO905052.1	
CR352226.4	
bola3	ZDB-GENE-040801-32
apobb.1	ZDB-GENE-030131-9732
copb2	ZDB-GENE-010724-7
pigl	ZDB-GENE-050506-60
AL953886.2	
slc30a6	ZDB-GENE-040426-1838
CT573497.1	
taar18f	
smtla	ZDB-GENE-060123-2
klhl4	ZDB-GENE-070410-63
CU896644.3	
msra	
zgc:123299	
mdh1ab	ZDB-GENE-030131-7655
iars1	ZDB-GENE-030131-6325
CABZ01118767.1	
ndufa4	
si:rp71-45g20.4	ZDB-GENE-070912-709
BX957361.1	
zgc:171517	
si:dkey-246e3.4	ZDB-GENE-130531-58
si:dkey-285e18.5	
CU915571.1	
si:busm1-194e12.8	ZDB-GENE-030616-323
vav2	ZDB-GENE-091204-420
si:dkey-66k12.3	
igflr1	ZDB-GENE-121211-3
si:ch211-111e20.1	
thoc6	ZDB-GENE-041010-198
cryba1a	ZDB-GENE-040718-107
gdf9	ZDB-GENE-050221-7
CR384062.1	
BX276180.1	
pimr55	ZDB-GENE-070912-349
lamb4	ZDB-GENE-021226-2
plp2	
RAP1GAP	
cadpsa	ZDB-GENE-030616-525
CR626935.1	
AL845369.1	
tmf1	ZDB-GENE-040801-25
BX119954.1	
map4l	ZDB-GENE-070912-581
smoc2	ZDB-GENE-021031-5
CR678435.1	
CR848822.1	
CABZ01045518.1	
pcp4l1	ZDB-GENE-040724-35
CR853291.1	
prtga	ZDB-GENE-061204-4
romo1	ZDB-GENE-040426-1768
si:dkey-32n7.9	
porb	ZDB-GENE-030131-5767
tial1	ZDB-GENE-040426-1547
g3bp1	ZDB-GENE-030131-7452
BX510335.1	
wbp2	ZDB-GENE-050522-137
ndufs1	ZDB-GENE-030131-478
retsat	
zgc:92590	ZDB-GENE-041024-15
fabp6	ZDB-GENE-040625-49
agmat	ZDB-GENE-060929-696
si:ch211-173a9.6	
fhit	ZDB-GENE-040426-1703
crybg1a	ZDB-GENE-041008-100
tbxas1	ZDB-GENE-030131-8805
BX000981.1	
slc7a3b	ZDB-GENE-120813-6
CABZ01007222.2	
vtna	ZDB-GENE-050522-440
lamtor2	ZDB-GENE-040801-63
ptprdb	ZDB-GENE-070615-38
zgc:123217	ZDB-GENE-051113-188
rxfp3	ZDB-GENE-080723-67
CU972454.2	
BX323543.2	
CU013534.2	
znf1140	ZDB-GENE-080218-12
CABZ01028277.1	
timm10	ZDB-GENE-040718-427
BX005361.3	
gjd1a	ZDB-GENE-080723-77
hectd3	ZDB-GENE-031118-179
ppp2r2ca	ZDB-GENE-051120-168
tha1	ZDB-GENE-040704-14
si:dkey-239i20.4	ZDB-GENE-030131-2644
BX649324.3	
arf3a	ZDB-GENE-040801-176
gnrhr1	ZDB-GENE-090128-2
or102-5	
dnah12	ZDB-GENE-090311-9
ywhaqa	ZDB-GENE-040122-5
CABZ01080059.1	
specc1lb	ZDB-GENE-090423-1
CABZ01083815.1	
si:dkey-46i9.1	
BX664750.1	
tmigd1	ZDB-GENE-080303-6
si:dkey-201l21.4	
syt5b	ZDB-GENE-050522-134
cidea	ZDB-GENE-091204-339
polr2h	ZDB-GENE-050417-66
il1rapl1a	ZDB-GENE-061013-249
BX537280.1	
si:ch211-213b8.4	
ctcf	ZDB-GENE-040624-5
si:dkey-32m20.1	
si:dkey-1b17.6	
CT573148.1	
hps5	ZDB-GENE-070410-80
esama	ZDB-GENE-090629-1
si:dkey-28d5.8	
si:dkeyp-100h4.4	
ky	
dcaf11	ZDB-GENE-050809-116
dre-mir-731	ZDB-MIRNAG-090929-310
tmem182b	ZDB-GENE-131121-565
entr1	ZDB-GENE-060526-242
itga5	ZDB-GENE-031116-52
esrra	ZDB-GENE-990415-68
CR352263.1	
ska1	ZDB-GENE-040718-334
loxl3b	ZDB-GENE-030131-8210
plcd4a	ZDB-GENE-050208-654
grm8b	ZDB-GENE-110421-3
atg13	ZDB-GENE-040426-1149
pimr29	
psmg3	ZDB-GENE-040718-262
mob3c	ZDB-GENE-040704-32
rbm42	ZDB-GENE-040809-2
LO017955.1	
si:dkey-71l4.5	
gnptab	ZDB-GENE-030131-4714
jam3b	ZDB-GENE-030131-441
adra2db	ZDB-GENE-021010-5
sccpdha.2	ZDB-GENE-080212-12
nfatc4	ZDB-GENE-070912-659
si:ch211-154o6.3	ZDB-GENE-030131-1030
CR356227.7	
asic1b	ZDB-GENE-040513-1
paqr3b	ZDB-GENE-050913-128
cenpo	ZDB-GENE-070928-16
TPPP	
si:ch211-157j23.3	
myh7bb	ZDB-GENE-090311-5
il17a-f1	ZDB-GENE-061031-3
cfap70	ZDB-GENE-091204-50
BX649384.2	
igfn1.2	ZDB-GENE-130530-789
CABZ01078663.1	
uchl5	ZDB-GENE-040426-2051
plekhg2	ZDB-GENE-090819-1
cdh24b	
si:ch211-262i1.4	
AL772266.1	
mdh2	ZDB-GENE-040426-2143
gclc	ZDB-GENE-030131-5056
BX649515.1	
tyrp1b	ZDB-GENE-040718-249
si:dkey-238d18.9	
pdxkb	ZDB-GENE-030616-521
pimr125	
BX284638.1	
si:dkey-3d4.3	
zgc:194114	ZDB-GENE-081022-56
slc34a2a	ZDB-GENE-000524-1
tdrd1	ZDB-GENE-070803-1
trgv1	ZDB-GENE-051115-15
dre-mir-19b	ZDB-MIRNAG-080926-2
olfml2a	ZDB-GENE-081105-107
EML6	
ch25hl3	ZDB-GENE-180119-1
rnf183	ZDB-GENE-060929-1090
znf1147	ZDB-GENE-080218-13
rdh10a	ZDB-GENE-070112-2242
ms4a17a.17	ZDB-GENE-070424-27
FO904903.1	
TST	
ubash3ba	ZDB-GENE-060526-172
gpr12	ZDB-GENE-100209-3
adrb1	ZDB-GENE-081022-145
matn4	ZDB-GENE-050208-64
si:dkey-26i13.6	
dre-mir-218a-2	
crtc3	ZDB-GENE-070712-2
polr2a	ZDB-GENE-041008-78
dre-mir-23a-2	
ugp2a	ZDB-GENE-090311-46
si:dkey-44g23.5	
si:ch211-142c4.1	
BX005402.1	
BX537139.1	
ftr10	
CR556710.1	
CR759764.1	
ntrk1	ZDB-GENE-980526-118
hif1ab	ZDB-GENE-040426-706
si:ch211-233m11.1	ZDB-GENE-081028-16
orai2	ZDB-GENE-060531-127
CR847509.1	
egr1	ZDB-GENE-980526-320
sin3b	ZDB-GENE-030131-8264
CU468723.3	
dsela	ZDB-GENE-030131-7517
BX322538.2	
xcr1b.1	ZDB-GENE-070302-7
BX571705.1	
tmem121aa	ZDB-GENE-131126-35
cnn3a	ZDB-GENE-030131-5130
si:ch211-226h8.8	ZDB-GENE-050208-695
BX927387.1	
klc1a	ZDB-GENE-040426-1599
yif1a	ZDB-GENE-030131-6922
TMEM8B	
acanb	ZDB-GENE-100422-16
CU442763.1	
mettl24	ZDB-GENE-070424-138
fes	ZDB-GENE-100812-10
BX511245.1	
CABZ01066813.1	
zcchc10	ZDB-GENE-030131-6172
brwd3	ZDB-GENE-100921-43
si:ch211-106h4.12	ZDB-GENE-070705-12
zgc:110171	ZDB-GENE-050417-391
idh2	ZDB-GENE-031118-95
crygm2d20	ZDB-GENE-070424-32
BX000460.1	
GPR151	
AL953856.3	
gabpa	ZDB-GENE-011010-2
sox19a	ZDB-GENE-980526-102
ugt1b6p	ZDB-GENEP-100405-1
CR450734.1	
kpna1	ZDB-GENE-091116-39
CU855697.1	
ppp1r21	ZDB-GENE-041114-8
clcn7	ZDB-GENE-061103-196
tnfsf13	ZDB-GENE-120508-6
cdk17	ZDB-GENE-041210-15
ttc5	ZDB-GENE-050417-137
CR854990.1	
insrb	ZDB-GENE-020503-4
snx8a	ZDB-GENE-031202-1
rps27.1	ZDB-GENE-050522-549
plp1a	ZDB-GENE-001202-1
ftr59	
sprtn	ZDB-GENE-170317-1
si:dkey-222h21.11	ZDB-GENE-081031-32
mxra8b	ZDB-GENE-061013-368
catip	ZDB-GENE-060929-1170
adipoqa	ZDB-GENE-080423-2
btr01	ZDB-GENE-090511-2
CR792438.1	
rab40b	ZDB-GENE-040718-257
opn1lw1	ZDB-GENE-990604-41
zgc:175135	ZDB-GENE-080214-1
gcnt7	ZDB-GENE-120919-3
mink1	ZDB-GENE-060526-45
kdm1a	ZDB-GENE-030131-7828
lsm12b	ZDB-GENE-040426-2164
cnbpb	ZDB-GENE-030131-7782
amotl2a	ZDB-GENE-030131-9770
si:ch211-273k1.5	
AL929029.12	
BX511129.3	
FQ377918.1	
alpk2	ZDB-GENE-030131-1868
BX957328.1	
lrch2	ZDB-GENE-080114-1
stx11a	ZDB-GENE-040426-2564
FP085421.1	
si:dkey-151g10.6	ZDB-GENE-030131-7528
CR925798.1	
nme5	ZDB-GENE-040718-221
ssb	ZDB-GENE-030131-223
BX547993.2	
gpr158a	ZDB-GENE-060130-18
si:dkey-91f15.1	
defbl2	ZDB-GENE-070207-2
sfxn3	ZDB-GENE-070112-2092
taar20z	
rnf34b	ZDB-GENE-071004-31
FP101880.1	
CR388172.14	
sarm1	ZDB-GENE-040219-1
dbx1a	ZDB-GENE-000128-8
mrps17	ZDB-GENE-050522-390
twist2	ZDB-GENE-980526-235
mknk1	ZDB-GENE-080220-11
fubp3	ZDB-GENE-041121-12
cct2	ZDB-GENE-020419-6
AL732629.2	
BX119962.1	
antxr2a	ZDB-GENE-060526-14
jph1a	ZDB-GENE-040724-233
mtnr1ba	ZDB-GENE-990415-157
si:dkeyp-35e5.10	ZDB-GENE-110913-63
cbln6	ZDB-GENE-111110-3
irx2a	ZDB-GENE-040426-1446
cnbpa	ZDB-GENE-030131-5045
hemk1	ZDB-GENE-050208-185
iqgap2	ZDB-GENE-030131-2878
ifi30	
CT998556.1	
si:ch1073-469d17.2	
BX511195.2	
dok2	ZDB-GENE-080721-4
CR788285.2	
BX465857.1	
CU464180.1	
il10ra	ZDB-GENE-070905-4
BX323854.1	
trim65	ZDB-GENE-130613-1
rtraf	ZDB-GENE-040426-1082
elmo2	ZDB-GENE-140106-84
ehd4	ZDB-GENE-060810-22
psmd6	ZDB-GENE-040426-1038
si:dkeyp-41f9.3	
mpdu1b	ZDB-GENE-040625-135
katnal1	ZDB-GENE-041114-141
CABZ01033540.1	
BX548075.2	
mcl1b	ZDB-GENE-030825-1
BX897662.1	
BX547992.1	
BX663520.2	
rfc4	ZDB-GENE-040824-3
ATP8A1	
tmem151a	ZDB-GENE-091118-118
tmem120a	
cx30.9	
fank1	ZDB-GENE-130613-3
CU972516.1	
syt15	ZDB-GENE-090527-2
traf4a	ZDB-GENE-040308-1
gpr143	ZDB-GENE-040426-1476
mhc1zba	ZDB-GENE-040426-2149
BX649416.3	
cfap161	ZDB-GENE-050417-296
CR450764.6	
LO018029.2	
tssk6	ZDB-GENE-060216-3
AL929009.2	
get4	ZDB-GENE-030131-5399
ddrgk1	ZDB-GENE-040426-1050
CR855996.2	
SLC5A7	
CR788249.3	
sema4c	ZDB-GENE-080303-16
CR352243.1	
fzd10	ZDB-GENE-990415-220
dre-let-7g-2	
trmt1	ZDB-GENE-060810-40
BX530721.1	
si:dkey-54g2.2	
CU138549.1	
tmem59	ZDB-GENE-070912-397
abi3bpb	ZDB-GENE-030131-6041
med30	ZDB-GENE-040426-1676
BX511023.2	
cebpb	ZDB-GENE-020111-3
si:ch73-252i11.1	ZDB-GENE-141210-7
evpla	ZDB-GENE-030829-19
osgin2	ZDB-GENE-081028-57
gar1	ZDB-GENE-040426-893
ift81	ZDB-GENE-040714-3
CU570797.12	
map1lc3a	ZDB-GENE-040426-2232
meaf6	ZDB-GENE-040808-12
lenep	ZDB-GENE-060130-3
timm8a	ZDB-GENE-040801-158
si:ch73-213k20.5	ZDB-GENE-120727-11
bcl2l13	ZDB-GENE-050419-215
myhb	ZDB-GENE-081124-1
si:dkey-206f10.1	ZDB-GENE-041014-154
KCTD20	
CR555298.1	
SPAG9	
slc18b1	ZDB-GENE-050417-386
CT033816.1	
CR933757.1	
CR774192.1	
si:dkeyp-44d3.1	
si:ch73-368j24.12	ZDB-GENE-160113-38
BX323876.2	
hnrnpa1b	ZDB-GENE-030912-14
valopa	ZDB-GENE-000427-4
zgc:153409	ZDB-GENE-060929-224
CT573787.2	
FP016018.2	
max	ZDB-GENE-990415-152
grxcr1a	ZDB-GENE-160113-42
ttc33	ZDB-GENE-040718-480
jdp2b	ZDB-GENE-040718-197
BX005254.3	
b3gnt5b	ZDB-GENE-041010-166
zgc:55413	
BX548032.2	
rps6kb1b	ZDB-GENE-040426-2038
BX571960.1	
efna1a	ZDB-GENE-040426-1135
CABZ01002523.4	
bzw2	ZDB-GENE-040426-746
BX539317.1	
htr1b	ZDB-GENE-081022-141
si:ch211-165f21.2	
phip	ZDB-GENE-050208-261
vgll4b	ZDB-GENE-040426-2445
BX321882.1	
mex3b	ZDB-GENE-030131-2628
necab2	ZDB-GENE-050706-167
si:ch211-255f4.5	
ccdc62	ZDB-GENE-040718-71
lmnl3	ZDB-GENE-020424-4
CR749164.1	
zgc:194629	ZDB-GENE-081022-133
si:dkey-206p8.1	
si:dkey-19a16.11	
CABZ01088134.1	
her13	ZDB-GENE-050228-1
casp23	ZDB-GENE-071004-27
f13a1a.1	ZDB-GENE-060929-1250
twf1a	ZDB-GENE-030131-4402
spink2.3	ZDB-GENE-141216-190
AL954695.1	
trim35-1	ZDB-GENE-050522-17
si:ch211-194p6.10	ZDB-GENE-160728-3
si:dkeyp-44b5.5	
CR847504.1	
rsl1d1	ZDB-GENE-130603-67
dipk2aa	ZDB-GENE-041114-148
ccl34a.3	ZDB-GENE-070912-33
si:ch73-29c22.1	ZDB-GENE-091204-309
clul1	ZDB-GENE-031118-57
erlec1	ZDB-GENE-030521-15
si:dkey-32e6.3	ZDB-GENE-081104-408
AL935145.1	
BX323861.1	
CR356242.1	
si:dkey-78l4.12	ZDB-GENE-060503-364
afg1la	ZDB-GENE-091006-2
BX511061.1	
acsl1b	ZDB-GENE-040801-88
nfs1	ZDB-GENE-060405-1
CABZ01002522.2	
mfrp	ZDB-GENE-160728-150
syngr3a	ZDB-GENE-050522-541
si:ch211-264f5.2	ZDB-GENE-080303-2
cog1	ZDB-GENE-050302-128
CU539062.1	
ip6k2a	ZDB-GENE-030131-760
ggps1	ZDB-GENE-030131-8742
lsm11	ZDB-GENE-050309-124
lrrn3b	ZDB-GENE-170217-3
hsd17b10	ZDB-GENE-041010-201
CU062645.1	
fgf1a	ZDB-GENE-040426-1729
phf21aa	ZDB-GENE-050208-99
zgc:175107	ZDB-GENE-080220-38
runx1	ZDB-GENE-000605-1
dre-mir-729	
im:7152348	ZDB-GENE-041111-308
si:dkey-23c22.5	
tmem18	ZDB-GENE-040927-26
soul5l	ZDB-GENE-121214-315
si:ch1073-385f13.3	
nlgn4xa	ZDB-GENE-100309-2
apoc1	ZDB-GENE-030131-1074
CR361551.3	
zgc:101783	ZDB-GENE-040912-48
si:ch211-199g17.9	ZDB-GENE-120214-17
cyp8b3	
CU137680.1	
usp14	ZDB-GENE-030131-7676
fbxw7	ZDB-GENE-090313-79
CR387933.1	
BX649384.1	
c1qa	ZDB-GENE-050522-86
ddb2	ZDB-GENE-050419-169
col7a1l	ZDB-GENE-030131-9861
CR759863.1	
ca16b	ZDB-GENE-080818-1
CR812470.1	
BX571711.9	
si:dkeyp-34c12.1	ZDB-GENE-030131-5347
supt3h	ZDB-GENE-040718-370
CR381686.3	
qser1	ZDB-GENE-030131-2978
BX000463.1	
dhrs7b	ZDB-GENE-050417-277
gng2	ZDB-GENE-050417-59
pgk1	ZDB-GENE-040426-2711
ddit3	ZDB-GENE-070410-90
