gene_name,sample,start,end
rpz,TDR127,46401184,46402502
rpz2,TDR127,46409250,46409767
rpz2,TDR127,46409921,46410779
rpz6,TDR127,46429889,46430088
rpz6,TDR127,46430280,46430726
rpz3,TDR127,46459352,46459957
rpz5,TDR127,46492254,46493089
rpz4,TDR127,46497015,46498070
zgc:174938,TDR127,46572326,46573020
ubqln4,TDR127,46665619,46667339
lamtor2,TDR127,46683888,46685063
rab25b,TDR127,46695227,46695800
rab11al,TDR127,46724632,46725892
LOC100535095,TDR127,46790549,46790820
mecr,TDR127,4694492,4695547
LOC100148066,TDR127,47202406,47203414
ica1,TDR127,47206529,47207507
smpdl3b,TDR127,4721425,4721801
mios,TDR127,47300846,47301543
sept7b,TDR127,47425999,47426829
sept7b,TDR127,47427322,47427548
slc25a32b,TDR127,47427968,47429159
rpa2,TDR127,4769425,4770943
ube3d,TDR127,4769425,4770943
tpbgb,TDR127,4834561,4836372
eif3ha,TDR127,48400105,48401222
rad21a,TDR127,48429307,48431096
ext1a,TDR127,48460254,48461980
pbx2,TDR127,48615914,48616539
brd2b,TDR127,48713535,48714898
si:dkey-82o10.4,TDR127,49601356,49602211
efhb,TDR127,49646309,49646714
rab5ab,TDR127,49646309,49646714
rab5ab,TDR127,49647247,49647832
ube2e2,TDR127,50006155,50007504
nr1d2a,TDR127,50088508,50089618
lim2.5,TDR127,50180926,50181234
lim2.5,TDR127,50181556,50182246
etfb,TDR127,50228725,50229694
hamp,TDR127,50289732,50290005
zgc:110372,TDR127,50433802,50434951
bckdhb,TDR127,5104798,5105722
bckdhb,TDR127,5106082,5106398
LOC567622,TDR127,51071616,51073052
ago1,TDR127,51150774,51152388
dhdds,TDR127,51154795,51155053
hmgn2,TDR127,51180040,51182158
serpinb1l1,TDR127,51271046,51272125
serpinb1l4,TDR127,51298772,51299105
si:ch211-107n13.1,TDR127,51407103,51407929
si:ch211-107n13.1,TDR127,51408158,51408945
ttk,TDR127,5142429,5143497
dctn3,TDR127,5153554,5154160
elovl4a,TDR127,5155934,5157284
col27a1a,TDR127,51736371,51736927
rpl28,TDR127,51888689,51890142
rpl28,TDR127,51890489,51890868
pdcl,TDR127,51965972,51967377
soga3a,TDR127,5201553,5202873
ifnlr1,TDR127,52342961,52343491
ifnlr1,TDR127,52343719,52344087
echdc1,TDR127,5238488,5239425
fabp10a,TDR127,52511782,52512145
ubr5,TDR127,52645659,52647210
azin1a,TDR127,52732676,52733697
azin1a,TDR127,52734400,52734975
atp6v1c1a,TDR127,52747755,52748127
baalca,TDR127,52770602,52771497
cep72,TDR127,52846025,52847390
brd9,TDR127,52966317,52967500
trip13,TDR127,52966317,52967500
nkd2a,TDR127,52998985,53000059
nkd2b,TDR127,52998985,53000059
zgc:158766,TDR127,53125081,53126049
ptdss1a,TDR127,53277749,53279142
rbm24b,TDR127,53455205,53456368
grinab,TDR127,53488738,53489911
gpatch3,TDR127,53589397,53590042
gpatch3,TDR127,53590380,53591070
sacm1lb,TDR127,53602830,53604268
ggctb,TDR127,53685193,53685641
ggctb,TDR127,53686176,53686462
znrf2b,TDR127,53799187,53800207
fzd1,TDR127,53917371,53919466
cdk14,TDR127,54093949,54094974
xrcc1,TDR127,54209133,54210766
drd2l,TDR127,54263006,54263281
drd2l,TDR127,54263805,54264468
ethe1,TDR127,54303210,54303928
osr2,TDR127,54405341,54406469
pklr,TDR127,54455294,54455683
clk2b,TDR127,54497609,54498241
fzd6,TDR127,54510899,54512350
fzd6,TDR127,54512828,54513884
spag1b,TDR127,54639307,54640727
fbxo43,TDR127,54640998,54641859
spag1b,TDR127,54640998,54641859
gnrhr3,TDR127,54691023,54691329
si:zfos-1192g2.3,TDR127,54780082,54780928
khdc4,TDR127,54799035,54800836
zbtb7b,TDR127,54809747,54810491
pabpc1a,TDR127,54828672,54830143
nr0b2a,TDR127,54874857,54875953
tmem222a,TDR127,54941971,54942624
tmem222a,TDR127,54942928,54943135
wdtc1,TDR127,54970796,54971946
zgc:114181,TDR127,55028415,55028790
LOC792958,TDR127,55058605,55059161
azi2,TDR127,55078081,55079238
cmc1,TDR127,55121897,55123000
cmc1,TDR127,55123538,55124103
eomesb,TDR127,55168014,55168474
iqgap3,TDR127,55258410,55259649
zgc:91890,TDR127,5597052,5598167
irx2a,TDR127,562568,563451
irx2a,TDR127,564049,564408
zgc:158689,TDR127,5677544,5678559
ndufa3,TDR127,5720681,5721521
ctnnb1,TDR127,6205267,6206686
cmtm8b,TDR127,6335505,6336295
cmtm8b,TDR127,6336586,6337178
scgn,TDR127,6377313,6378138
ndufb9,TDR127,6390352,6391402
mboat1,TDR127,6424371,6425061
sox4b,TDR127,66832,69886
znf236,TDR127,6750226,6751703
mbpb,TDR127,6821612,6822575
mbpb,TDR127,6848197,6849871
eaf1,TDR127,6943492,6944851
pmvk,TDR127,6943492,6944851
bmper,TDR127,7153484,7154830
nt5c3a,TDR127,7238744,7239585
sri,TDR127,7242456,7243470
atg5,TDR127,7378829,7380621
med18,TDR127,7378829,7380621
prdm1a,TDR127,7443037,7443620
popdc3,TDR127,7653722,7654490
bves,TDR127,7662325,7662808
cnot10,TDR127,7702955,7704449
trim71,TDR127,7791766,7793611
mir138-2,TDR127,7836092,7836647
mir138-2,TDR127,7836844,7837255
ano10a,TDR127,7984509,7986344
irx1a,TDR127,812652,812929
snrka,TDR127,8131986,8133335
irx1a,TDR127,813293,813967
pomgnt2,TDR127,8139132,8139873
entpd3,TDR127,8280710,8280985
ddc,TDR127,8342294,8343170
cobl,TDR127,8662501,8663718
prpf3,TDR127,9452951,9453761
prpf3,TDR127,9454181,9455159
ca14,TDR127,9539518,9540121
taf2,TDR127,9579929,9581035
enpp2,TDR127,9609217,9610184
mal2,TDR127,9675901,9676129
colec10,TDR127,9694598,9694891
pip5k1ab,TDR127,9725605,9726561
psmd4b,TDR127,9761556,9762551
zgc:92912,TDR127,9778697,9779815
grhl2a,TDR127,9829527,9830659
ncalda,TDR127,9896751,9898089
id4,TDR127,9979319,9980603
cfl2,TDR127,10024339,10025667
baz1a,TDR127,10058512,10060244
srp54,TDR127,10073431,10074840
zgc:109986,TDR127,10073431,10074840
sec23a,TDR127,10090030,10090244
sec23a,TDR127,10090353,10091403
clec14a,TDR127,10241940,10242325
foxa1,TDR127,10317799,10318344
mipol1,TDR127,10497613,10498417
tyro3,TDR127,10501211,10501879
mgaa,TDR127,10571005,10571571
gchfr,TDR127,1063637,1064318
jmjd7,TDR127,10737742,10738434
tbpl2,TDR127,10737742,10738434
zgc:113944,TDR127,10748231,10749244
fbxo34,TDR127,10813196,10814043
lgals3b,TDR127,10837354,10838615
dact1,TDR127,11015212,11016046
irf2bpl,TDR127,11327996,11330207
arhgap11a,TDR127,113594,114472
si:ch211-185a18.2,TDR127,11367514,11368598
timm9,TDR127,11371321,11371760
timm9,TDR127,11372462,11372891
arid4a,TDR127,11417161,11419311
psma3,TDR127,11439044,11439923
efcab2,TDR127,11500012,11500775
dnajc17,TDR127,1173535,1175128
smyd3,TDR127,12057699,12058772
tfb2m,TDR127,12057699,12058772
sccpdha.2,TDR127,12138328,12138978
sccpdha.1,TDR127,12159119,12160304
actc1b,TDR127,122425,122713
snap25b,TDR127,12384764,12385543
khk,TDR127,12407968,12408870
emilin1b,TDR127,12497162,12498209
gpn1,TDR127,12657689,12658994
stmn4l,TDR127,12698336,12698604
il17a/f1,TDR127,12712362,12712856
il17a/f2,TDR127,12729952,12730539
lrrc57,TDR127,12736975,12737755
brms1la,TDR127,12763624,12764525
nfkbiab,TDR127,12942258,12943925
psma6a,TDR127,12966277,12967038
psma6a,TDR127,12967530,12968147
ppp2r3c,TDR127,13006012,13007581
fam177a1,TDR127,13026164,13026759
fam177a1,TDR127,13027088,13027295
gemin2,TDR127,13088386,13089620
pnn,TDR127,13099089,13100587
adssl1,TDR127,1322268,1323931
zgc:77287,TDR127,132478,132752
klhdc2,TDR127,134658,136741
siva1,TDR127,1359676,1360811
jkamp,TDR127,14450962,14451849
akt1,TDR127,1452840,1453723
sdsl,TDR127,14612791,14613756
sdsl,TDR127,14614431,14614875
ppp1r13ba,TDR127,14670519,14671709
ptp4a2a,TDR127,14704234,14705295
cx28.6,TDR127,14710365,14711123
cx28.6,TDR127,14711856,14712143
rtraf,TDR127,14784102,14784578
ptger2a,TDR127,14886475,14887393
gpr137c,TDR127,14964059,14966671
ero1a,TDR127,15028960,15029780
gch1,TDR127,15148564,15149485
LOC100499487,TDR127,15156080,15156501
LOC100499487,TDR127,15156753,15157125
wdhd1,TDR127,15188731,15189774
socs4,TDR127,15197202,15198448
gnpnat1,TDR127,15214912,15215199
gnpnat1,TDR127,15216019,15216228
styx,TDR127,15229052,15230689
zgc:85722,TDR127,15381826,15382855
fabp7a,TDR127,15433121,15433655
fyna,TDR127,15527864,15529065
marcksb,TDR127,15534820,15537250
col10a1a,TDR127,15546623,15547275
fhl5,TDR127,15611097,15611910
manea,TDR127,15666894,15667528
rragd,TDR127,15787111,15787478
rragd,TDR127,15787939,15788521
gabrr2a,TDR127,15845332,15846039
syne3,TDR127,15898367,15899611
znf395a,TDR127,16089581,16091474
srp14,TDR127,1631914,1633498
hmbox1a,TDR127,16323871,16325297
kcnk13a,TDR127,16341567,16342749
kcnk13a,TDR127,16343382,16343938
efcab11,TDR127,16423329,16424677
foxn3,TDR127,16564916,16565660
ston2,TDR127,16753376,16754470
ston2,TDR127,16755023,16755591
dio2,TDR127,16873122,16873925
xgb,TDR127,1702812,1703598
nrxn3a,TDR127,17447421,17448061
alkbh1,TDR127,17764164,17765111
slirp,TDR127,17764164,17765111
sptlc2a,TDR127,17804295,17805244
hhipl1,TDR127,17948009,17948887
ccdc85ca,TDR127,17954798,17956008
setd3,TDR127,18031002,18032568
bcl11ba,TDR127,18117001,18118089
vrk1,TDR127,18796378,18797421
vrk1,TDR127,18797749,18797964
ak7b,TDR127,18888651,18889333
ak7b,TDR127,18889879,18891169
galcb,TDR127,18897254,18898268
gsc,TDR127,19344980,19345667
dicer1,TDR127,19462695,19463279
kif11,TDR127,19480267,19481566
slc22a15,TDR127,19498435,19499605
cyp26c1,TDR127,19535103,19535598
reep3a,TDR127,19625868,19626609
rgs7a,TDR127,19630136,19630662
actn2b,TDR127,20143585,20144027
mgmt,TDR127,20217375,20218471
bnip4,TDR127,20235225,20236463
smndc1,TDR127,20237544,20238445
add3b,TDR127,20286861,20287747
spint1a,TDR127,2038965,2040315
neurl1ab,TDR127,20499066,20499458
neurl1ab,TDR127,20499678,20500421
zgc:162183,TDR127,20569456,20570589
zgc:162989,TDR127,2063640,2064209
npy4r,TDR127,20638558,20638757
npy4r,TDR127,20639081,20640418
slc16a9a,TDR127,20666323,20667341
ccdc6a,TDR127,20694649,20696153
cdk1,TDR127,20922867,20923810
phyhipla,TDR127,20978093,20979290
vsx1,TDR127,21065537,21066323
entpd6,TDR127,21101771,21102395
pygb,TDR127,21125735,21126899
abhd12,TDR127,21198466,21199999
zfyve19,TDR127,2126109,2127673
hspa12a,TDR127,21277186,21278687
eno4,TDR127,21294848,21295333
shtn1,TDR127,21367597,21368843
atp6v1ba,TDR127,21417128,21418424
vax1,TDR127,21440963,21442902
hmx2,TDR127,21783417,21784349
hmx3a,TDR127,21792454,21793342
hmx3a,TDR127,21793992,21794368
ikzf5,TDR127,21816887,21817705
plekha1a,TDR127,21887527,21888325
htra1a,TDR127,21918898,21919780
slc22a7b.1,TDR127,22010198,22010582
nphp1,TDR127,22071982,22072519
malb,TDR127,22102336,22102978
yipf4,TDR127,22577083,22577860
birc6-as2,TDR127,22688658,22689847
ttc27,TDR127,22759593,22761271
mir456,TDR127,22826456,22827261
rasgrp3,TDR127,23146131,23146997
ppp1r3ca,TDR127,23310408,23311519
pcgf5a,TDR127,23445848,23446940
pank1a,TDR127,23556103,23556836
mir107b,TDR127,23572747,23573465
ptena,TDR127,23673229,23674971
minpp1a,TDR127,23727191,23728076
minpp1a,TDR127,23728350,23728626
zgc:91976,TDR127,23729321,23730767
kcnk18,TDR127,23770181,23771161
slc18a2,TDR127,23781704,23782959
pex13,TDR127,23925587,23925816
pex13,TDR127,23926285,23927386
b3gnt2b,TDR127,24063723,24064935
otx1,TDR127,24318509,24318972
mdh1ab,TDR127,24438536,24439735
ugp2b,TDR127,24445109,24446635
peli1b,TDR127,24519888,24521565
zmpste24,TDR127,24603656,24605291
atp5if1b,TDR127,24612790,24613610
rpl13a,TDR127,24614788,24615812
commd9,TDR127,24618059,24618989
morn2,TDR127,24684160,24684914
znf593,TDR127,24684160,24684914
selenon,TDR127,24686957,24688159
mtfr1l,TDR127,24717103,24718509
spdya,TDR127,24809099,24810120
trmt61b,TDR127,24819819,24820878
trmt61b,TDR127,24821210,24822126
wdr43,TDR127,24821210,24822126
cx34.4,TDR127,24843433,24843846
cx35.4,TDR127,24847016,24847731
cx35.4,TDR127,24847822,24849101
hmgcl,TDR127,24865750,24866904
zbtb8a,TDR127,24877643,24878930
gale,TDR127,24890490,24892479
zgc:193593,TDR127,24919167,24919374
zgc:193593,TDR127,24919969,24920179
cln8,TDR127,25187116,25187879
ppie,TDR127,25302199,25303424
tmem54a,TDR127,25332336,25332871
zpcx,TDR127,25332336,25332871
lck,TDR127,25382220,25382630
lck,TDR127,25382726,25383083
zgc:154055,TDR127,25396847,25397480
tdh2,TDR127,25413534,25414901
srrm1,TDR127,25425645,25426810
clic4,TDR127,25444052,25446078
qrsl1,TDR127,25563035,25564130
rtn4ip1,TDR127,25563035,25564130
si:ch211-214p16.2,TDR127,25587891,25588580
iars2,TDR127,25589384,25590470
rab3gap2,TDR127,25630195,25631016
ppp1cb,TDR127,25648048,25649230
kcnh1a,TDR127,25676793,25677665
zgc:173556,TDR127,2572640,2573032
zp3.1,TDR127,2577653,2578055
zp3.1,TDR127,2578618,2578911
hhat,TDR127,25831280,25831731
acss1,TDR127,25833028,25834793
zp3,TDR127,2583652,2584700
fam149b1,TDR127,26604233,26605050
fam149b1,TDR127,26605930,26606441
mrpl57,TDR127,26610131,26610942
ttc7b,TDR127,26611787,26612452
calm1a,TDR127,26720189,26721178
calm1a,TDR127,26721727,26722186
pgrmc2,TDR127,26803001,26804119
asmt2,TDR127,26814317,26815841
jade1,TDR127,26827809,26829124
si:dkey-221l4.10,TDR127,26867272,26868215
rcan3,TDR127,26925880,26927566
nipal3,TDR127,26934998,26935457
cnksr1,TDR127,27047702,27049328
rps6ka1,TDR127,27160552,27161784
asap3,TDR127,27235218,27235929
id3,TDR127,27272770,27273604
kcnk10b,TDR127,2734133,2734628
ythdf2,TDR127,27418322,27419468
ythdf2,TDR127,27419848,27420266
vgll2b,TDR127,27434169,27434934
pacrg,TDR127,27544869,27545328
qkia,TDR127,27723069,27723859
kdm1a,TDR127,28101288,28102665
tmem30b,TDR127,28101288,28102665
bdkrb1,TDR127,2834961,2835160
mis18bp1,TDR127,28609664,28611052
mis18bp1,TDR127,28611395,28611878
heatr5a,TDR127,28628324,28628601
hectd1,TDR127,28674403,28675157
ap4s1,TDR127,28704655,28705596
strn3,TDR127,28706655,28708063
opn6b,TDR127,28770558,28770879
scfd1,TDR127,28796825,28797539
scfd1,TDR127,28798373,28799037
g2e3,TDR127,28811008,28811895
foxg1a,TDR127,29117849,29119571
foxg1a,TDR127,29120332,29120719
traf3,TDR127,29248272,29249614
rcor1,TDR127,29270352,29271466
ankrd9,TDR127,29275884,29277524
tecpr2,TDR127,29311484,29312646
ptpreb,TDR127,29318300,29318649
ptpreb,TDR127,29319401,29320241
esrrga,TDR127,29876926,29877263
esrrga,TDR127,29877756,29879285
spata17,TDR127,30204228,30204746
spata17,TDR127,30205137,30205496
si:ch211-175f11.5,TDR127,30472032,30473585
tunar,TDR127,3051173,3051713
itsn2b,TDR127,30520173,30521223
zgc:194392,TDR127,30701921,30702368
ldah,TDR127,30748718,30749381
tpp1,TDR127,30843367,30844414
yy1a,TDR127,30861841,30863399
yy1a,TDR127,30863676,30864098
degs2,TDR127,30893803,30894731
evla,TDR127,30975003,30976220
eml1,TDR127,31058397,31059248
disp2,TDR127,31184901,31185558
rpusd2,TDR127,31211462,31212517
ccdc32,TDR127,31220988,31222597
pcmtl,TDR127,31220988,31222597
prlh2r,TDR127,31237791,31239330
zgc:136872,TDR127,3127992,3128509
ivd,TDR127,31360260,31361028
itpka,TDR127,31362543,31363929
adprhl2,TDR127,31611143,31612598
si:dkey-170l10.1,TDR127,31611143,31612598
cinp,TDR127,31621436,31622873
vsx2,TDR127,31658922,31659805
vsx2,TDR127,31660573,31661405
lin52,TDR127,31694417,31695416
pomt2,TDR127,31711061,31712200
dtd2,TDR127,31718489,31719543
nubpl,TDR127,31718489,31719543
abraxas2,TDR127,31818745,31819944
abraxas2,TDR127,31820388,31820693
eef1akmt2,TDR127,31820388,31820693
klf11b,TDR127,32369668,32370439
grhl1,TDR127,32425889,32426445
ywhaqb,TDR127,32499829,32500740
gcfc2,TDR127,32530753,32532247
eva1a,TDR127,32571191,32571814
xkr5b,TDR127,32620085,32621198
ctsba,TDR127,32622710,32623346
smyd2a,TDR127,32778714,32779758
snx9a,TDR127,33157696,33159021
pomca,TDR127,33226826,33227065
dnajc27,TDR127,33295926,33297024
zgc:162964,TDR127,33374137,33374724
zgc:162964,TDR127,33375207,33375854
ccdc28a,TDR127,33414102,33416086
snap23.1,TDR127,33414102,33416086
snap23.2,TDR127,33433372,33433632
pth2,TDR127,33494057,33494348
pth2,TDR127,33494663,33494908
fut8a,TDR127,33718988,33720132
sntg2,TDR127,3390654,3391501
gphna,TDR127,33999085,34000567
mpp5a,TDR127,34185709,34185949
mpp5a,TDR127,34186320,34187595
eif2s1a,TDR127,34243607,34244472
id2a,TDR127,34803800,34805087
id2a,TDR127,34805435,34806193
asap2a,TDR127,35096551,35098054
itgb1bp1,TDR127,35237755,35238605
iah1,TDR127,35243448,35244523
adam17a,TDR127,35278122,35279198
rnf144aa,TDR127,35317376,35318226
rsad2,TDR127,35360869,35361484
sox11a,TDR127,35880479,35882233
colec11,TDR127,36528616,36529129
htr1b,TDR127,36587895,36589297
myo6b,TDR127,36817623,36818110
myo6b,TDR127,36818223,36818500
mapre3a,TDR127,36895903,36896765
dpysl5a,TDR127,36935815,36936833
dnmt3ab,TDR127,36987248,36989229
dnmt3ab,TDR127,37054197,37055163
dtnbb,TDR127,37151794,37152175
kif3cb,TDR127,37213651,37214283
slc30a1b,TDR127,37215412,37216602
hadhab,TDR127,37226951,37227181
hadhab,TDR127,37227612,37229353
ptgr2,TDR127,37298909,37299520
crip1,TDR127,37395056,37395931
crip2,TDR127,37474232,37475471
zfp36l1a,TDR127,37795523,37796014
plekhh1,TDR127,37932125,37933393
slc25a21,TDR127,38029942,38031069
pax9,TDR127,38243846,38244388
nkx2.9,TDR127,38253766,38254188
nkx2.9,TDR127,38254625,38255150
nkx2.1,TDR127,38261872,38262910
mbip,TDR127,38295405,38296552
sptb,TDR127,38573520,38573914
slc24a4a,TDR127,38886242,38887829
crim1,TDR127,39183733,39185226
zgc:174356,TDR127,39241810,39242939
eprs,TDR127,39697269,39698369
tmx4,TDR127,3993585,3994643
hao1,TDR127,4030298,4030519
supt7l,TDR127,40878828,40880174
mrpl33,TDR127,40989855,40990884
babam2,TDR127,41081352,41082274
rbks,TDR127,41081352,41082274
fosl2,TDR127,41302214,41304583
mocs1,TDR127,41336770,41337654
insm1b,TDR127,41463597,41465391
kiz,TDR127,41991361,41991702
kiz,TDR127,41991920,41992704
nkx2.4a,TDR127,42096699,42097673
nkx2.2a,TDR127,42212812,42213470
nkx2.2a,TDR127,42214181,42214811
nkx2.2a,TDR127,42217889,42218757
pax1a,TDR127,42274173,42274603
pax1a,TDR127,42274807,42275531
bmp2a,TDR127,4230891,4232710
gdf3,TDR127,4244943,4245573
si:dkey-208c12.2,TDR127,42563652,42564237
foxa2,TDR127,42567940,42568678
mocs3,TDR127,42841483,42842884
gskip,TDR127,43011522,43012445
gskip,TDR127,43012767,43013944
isca2,TDR127,43030961,43032109
npc2,TDR127,43030961,43032109
isca2,TDR127,43032385,43033208
napba,TDR127,4317422,4318786
plk4,TDR127,43427171,43428585
chmp3,TDR127,43468165,43468887
mrpl35,TDR127,43517051,43517669
zfyve28,TDR127,43594085,43595930
rtkn2a,TDR127,43622752,43624177
adob,TDR127,43659493,43660869
egr2a,TDR127,43665722,43666615
egr2a,TDR127,43677258,43677734
crls1,TDR127,4368126,4369492
ahsa1b,TDR127,43862773,43863874
ktn1,TDR127,43926150,43927446
peli2,TDR127,44030285,44031958
otx2b,TDR127,44249461,44249898
otx2b,TDR127,44250130,44250367
ap5m1,TDR127,44440053,44441324
exoc5,TDR127,44440053,44441324
naa30,TDR127,44461887,44462381
naa30,TDR127,44462959,44464304
cipca,TDR127,44755829,44756571
coq6,TDR127,45008914,45010624
zgc:194887,TDR127,450694,450893
aldh6a1,TDR127,45103583,45105089
gstz1,TDR127,45106269,45106545
zgc:163014,TDR127,45125469,45125888
tmed8,TDR127,45150167,45150949
capn3a,TDR127,45305178,45305886
pacc1,TDR127,45386277,45387346
pacc1,TDR127,45387491,45387802
nenf,TDR127,45395662,45396784
tagapa,TDR127,45403722,45403938
tagapa,TDR127,45404011,45404904
ezra,TDR127,45412904,45413780
zgc:110783,TDR127,45472264,45473286
susd4,TDR127,45551806,45552394
vcpkmt,TDR127,45638980,45640019
zgc:162184,TDR127,45654114,45655023
arf6b,TDR127,45732827,45734784
aspg,TDR127,45737923,45738478
mir203a,TDR127,45807497,45808277
zgc:103755,TDR127,47089784,47089988
zgc:103755,TDR127,47090256,47090553
zgc:103755,TDR127,47102174,47102443
zgc:103755,TDR127,47102830,47103273
slc39a9,TDR127,48125768,48126288
slc39a9,TDR127,48126612,48127704
smoc1,TDR127,48314561,48315015
kif6,TDR127,48804395,48805459
gnmt,TDR127,48935299,48936098
hs1bp3,TDR127,48946829,48948016
tfb1m,TDR127,49279450,49280437
zgc:113176,TDR127,49281410,49282580
orc3,TDR127,49339133,49340003
orc3,TDR127,49340429,49340781
gpx2,TDR127,49348591,49349217
gpx2,TDR127,49349785,49350511
mthfd1b,TDR127,49406318,49407266
mthfd1b,TDR127,49407760,49408043
znf292a,TDR127,49438192,49439256
znf292a,TDR127,49439449,49439708
cga,TDR127,49442989,49443875
fcf1,TDR127,49481180,49482091
zgc:113372,TDR127,49636519,49637579
zgc:171599,TDR127,49636519,49637579
cox7a2a,TDR127,49994802,49995938
cox7a2a,TDR127,49996257,49996464
tmem30aa,TDR127,50009434,50010303
tmem30aa,TDR127,50010796,50011137
zgc:100951,TDR127,50053668,50055247
vps39,TDR127,50073053,50074623
acyp1,TDR127,50247691,50248276
syncripl,TDR127,50261038,50263007
si:ch73-50f9.4,TDR127,50310529,50311169
si:ch73-50f9.4,TDR127,50311630,50311900
bmp4,TDR127,50563876,50564320
cdc5l,TDR127,5060915,5061641
fermt2,TDR127,50701673,50702458
stxbp6,TDR127,50798126,50799209
aqr,TDR127,51121214,51121940
psen1,TDR127,51221626,51222433
adi1,TDR127,51223244,51225120
psen1,TDR127,51223244,51225120
eipr1,TDR127,51261958,51262683
trappc12,TDR127,51261958,51262683
eipr1,TDR127,51263367,51263631
zgc:113142,TDR127,51626197,51626407
nol10,TDR127,51681686,51682769
odc1,TDR127,51742869,51745036
exd2,TDR127,51817758,51818879
numb,TDR127,51892229,51893306
tgfb3,TDR127,52090428,52091727
esrrb,TDR127,52299663,52300495
dlst,TDR127,52524274,52525371
fam98b,TDR127,52635567,52637651
spred1,TDR127,52657874,52659364
spred1,TDR127,52659641,52659888
meis2a,TDR127,52821305,52822701
meis2a,TDR127,52822924,52823458
zgc:154061,TDR127,53021919,53022868
dph6,TDR127,53156046,53158023
atxn3,TDR127,53283045,53284659
asb2b,TDR127,53310420,53310708
asb2b,TDR127,53311061,53311772
exd1,TDR127,53329546,53330394
slc9a1b,TDR127,53417269,53417484
slc9a1b,TDR127,53417908,53419493
srsf10b,TDR127,53427020,53428140
mycbp,TDR127,53439021,53440476
runx2a,TDR127,5351107,5352178
supt3h,TDR127,5423488,5424285
supt3h,TDR127,5425172,5426442
clic5a,TDR127,5583129,5583566
enpp4,TDR127,5610031,5611250
mir133c,TDR127,5962741,5963749
mir206-2,TDR127,5967266,5967618
mir206-2,TDR127,5967716,5968159
zgc:194275,TDR127,5984886,5985760
ephx2,TDR127,6075708,6077067
chrna2a,TDR127,6079408,6080017
